ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path,day
0,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/11/2021,yes,1613021022469,1613021073134,2021-02-11 13:23:42,2021-02-11 13:24:33,L1_CP_zone_2,L1_Entrance_1_lobby,50,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']",weekday
1,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/11/2021,yes,1613043599097,1613043630161,2021-02-11 19:39:59,2021-02-11 19:40:30,L1_Shop_walkway_2,L1_Entrance_8,31,"['L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
2,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/10/2021,yes,1612950781779,1612950817736,2021-02-10 17:53:01,2021-02-10 17:53:37,L1_Entrance_1,L1_RR_walkway,35,"['L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
3,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/10/2021,yes,1612953764808,1612953783128,2021-02-10 18:42:44,2021-02-10 18:43:03,L1_Shop_walkway_3,L1_Entrance_8,18,"['L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
4,09199E48-91CD-4347-8BBD-E16B1A273BEE,02/09/2021,yes,1612867992374,1612868587500,2021-02-09 18:53:12,2021-02-09 19:03:07,L2_FC_zone_11,L1_PG,595,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
5,09199E48-91CD-4347-8BBD-E16B1A273BEE,02/09/2021,yes,1612869139584,1612869467130,2021-02-09 19:12:19,2021-02-09 19:17:47,L1_Thoroughfare,L1_Entrance_1,327,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'B1_R2_LL', 'B2_R2_LL', 'B2_Carpark_zone_5', 'B2_Carpark_zone_6', 'B2_Carpark_zone_5', 'B2_Carpark_zone_3', 'B2_R1_LL', 'B1_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'B1_SLL', 'B2_SLL', 'B2_Carpark_zone_1', 'B2_SLL', 'B1_SLL', 'B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1']",weekday
6,124c322635f507a3,02/19/2021,yes,1613711491252,1613711861974,2021-02-19 13:11:31,2021-02-19 13:17:41,L1_CP_zone_2,L2_FC_zone_11,370,"['L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_11']",weekday
7,124c322635f507a3,02/19/2021,yes,1613712266218,1613712293075,2021-02-19 13:24:26,2021-02-19 13:24:53,L1_Entrance_2,L1_Entrance_1,26,"['L1_Entrance_2', 'L1_Entrance_3', 'L1_Entrance_2', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
8,124d07cb1f75a428,02/19/2021,yes,1613716083579,1613718574033,2021-02-19 14:28:03,2021-02-19 15:09:34,L2_CLL,L1_Entrance_5,2490,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5']",weekday
9,124d07cb1f75a428,02/19/2021,yes,1613724921746,1613725894505,2021-02-19 16:55:21,2021-02-19 17:11:34,L1_Thoroughfare,L6_Deck_2,972,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_ST_1', 'L6_PG', 'L6_PG_walkway', 'L6_Deck_1', 'L6_R1_LL_corridor', 'L6_Deck_2']",weekday
10,124d07cb1f75a428,02/19/2021,yes,1613726221092,1613728679562,2021-02-19 17:17:01,2021-02-19 17:57:59,L6_Deck_2,L2_CLL,2458,"['L6_Deck_2', 'L6_R1_LL_corridor', 'L6_Deck_1', 'L6_PG_walkway', 'L6_PG', 'L6_ST_2', 'L6_ST_3', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL']",weekday
11,124d07cb1f75a428,02/02/2021,yes,1612224368612,1612226064123,2021-02-02 08:06:08,2021-02-02 08:34:24,L2_FC_zone_8,L2_FC_zone_4,1695,"['L2_FC_zone_8', 'L2_FC_zone_9', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4']",weekday
12,124d07cb1f75a428,02/02/2021,yes,1612228085833,1612231726083,2021-02-02 09:08:05,2021-02-02 10:08:46,L2_CLL,L1_Entrance_4,3640,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Entrance_4']",weekday
13,124d07cb1f75a428,02/02/2021,yes,1612233559942,1612236916491,2021-02-02 10:39:19,2021-02-02 11:35:16,L6_Deck_3,L2_SLL_corridor,3356,"['L6_Deck_3', 'L6_Link_bridge', 'L6_Deck_2', 'L6_R1_LL_corridor', 'L6_Deck_1', 'L6_PG_walkway', 'L6_ST_1', 'L6_PG', 'L6_ST_2', 'L6_CCC_walkway', 'L6_SLL_corridor', 'L6_SLL', 'L2_SLL', 'L2_SLL_corridor']",weekday
14,124d07cb1f75a428,02/02/2021,yes,1612240191648,1612240816325,2021-02-02 12:29:51,2021-02-02 12:40:16,L2_CLL,L2_FC_zone_8,624,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']",weekday
15,124d07cb1f75a428,02/02/2021,yes,1612241119797,1612241297171,2021-02-02 12:45:19,2021-02-02 12:48:17,L2_FC_zone_5,L2_FC_zone_8,177,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_8']",weekday
16,124d07cb1f75a428,02/02/2021,yes,1612243304908,1612244279873,2021-02-02 13:21:44,2021-02-02 13:37:59,L2_FC_zone_9,L1_PG,974,"['L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
17,124d07cb1f75a428,02/01/2021,yes,1612152605837,1612153672156,2021-02-01 12:10:05,2021-02-01 12:27:52,L2_FC_zone_8,L2_FC_zone_4,1066,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4']",weekday
18,124d07cb1f75a428,02/01/2021,yes,1612155184403,1612157071243,2021-02-01 12:53:04,2021-02-01 13:24:31,L2_FC_zone_5,L2_CLL,1886,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_CLL']",weekday
20,206c057725340299,02/15/2021,yes,1613364017255,1613364697099,2021-02-15 12:40:17,2021-02-15 12:51:37,L1_CP_zone_1,L2_FC_zone_9,679,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_9']",weekday
21,206d8f5aec88a063,02/24/2021,yes,1614115171728,1614115368309,2021-02-24 05:19:31,2021-02-24 05:22:48,L8_R2_LL,L1_PG,196,"['L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG']",weekday
22,206d8f5aec88a063,02/24/2021,yes,1614117471655,1614117536479,2021-02-24 05:57:51,2021-02-24 05:58:56,L2_SLL_corridor,L1_RR_walkway,64,"['L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
23,206d8f5aec88a063,02/24/2021,yes,1614117888578,1614118138503,2021-02-24 06:04:48,2021-02-24 06:08:58,L1_RR_walkway,L1_PG,249,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG']",weekday
24,206d8f5aec88a063,02/24/2021,yes,1614120828778,1614122015129,2021-02-24 06:53:48,2021-02-24 07:13:35,L1_Shop_walkway_3,L8_R2_LL,1186,"['L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Shop_walkway_3', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL']",weekday
25,28c5bdee3cd32fa9,02/01/2021,yes,1612168052173,1612171276826,2021-02-01 16:27:32,2021-02-01 17:21:16,L6_CLL,B1_Supermarket_entrance_1,3224,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']",weekday
26,28c5bdee3cd32fa9,02/01/2021,yes,1612172071504,1612172307905,2021-02-01 17:34:31,2021-02-01 17:38:27,B1_Supermarket_entrance_2,B1_Supermarket_entrance_1,236,"['B1_Supermarket_entrance_2', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1']",weekday
27,28c5bdee3cd32fa9,02/08/2021,yes,1612763332637,1612763518299,2021-02-08 13:48:52,2021-02-08 13:51:58,L1_Entrance_8,L4_R2_LL,185,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
28,28c5bdee3cd32fa9,02/08/2021,yes,1612763892709,1612764513025,2021-02-08 13:58:12,2021-02-08 14:08:33,L4_R2_LL,L4_R2_deck,620,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']",weekday
29,28c5bdee3cd32fa9,02/08/2021,yes,1612764897907,1612764997510,2021-02-08 14:14:57,2021-02-08 14:16:37,L4_R2_LL,L6_FC,99,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC']",weekday
30,28c5bdee3cd32fa9,02/08/2021,yes,1612774714109,1612775744964,2021-02-08 16:58:34,2021-02-08 17:15:44,L6_CLL,B1_Supermarket_entrance_1,1030,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']",weekday
31,28c5bdee3cd32fa9,02/02/2021,yes,1612238169369,1612238934067,2021-02-02 11:56:09,2021-02-02 12:08:54,L6_CLL,L2_FC_zone_7,764,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_7']",weekday
32,28c5bdee3cd32fa9,02/02/2021,yes,1612240313107,1612240930274,2021-02-02 12:31:53,2021-02-02 12:42:10,L2_FC_zone_7,L1_Shop_walkway_2,617,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2']",weekday
33,28c5bdee3cd32fa9,02/16/2021,yes,1613439972107,1613440062012,2021-02-16 09:46:12,2021-02-16 09:47:42,L1_ELL,L6_AAH_walkway,89,"['L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']",weekday
34,28c5bdee3cd32fa9,02/16/2021,yes,1613445956322,1613446066374,2021-02-16 11:25:56,2021-02-16 11:27:46,L6_CLL,L1_ELL,110,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL']",weekday
35,28c5bdee3cd32fa9,02/16/2021,yes,1613454834506,1613454934619,2021-02-16 13:53:54,2021-02-16 13:55:34,L1_ELL,L6_FC,100,"['L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC']",weekday
36,28c5bdee3cd32fa9,02/16/2021,yes,1613463398576,1613463454739,2021-02-16 16:16:38,2021-02-16 16:17:34,L6_Deck_4,L6_FC,56,"['L6_Deck_4', 'L6_FC_walkway', 'L6_FC']",weekday
37,28c5bdee3cd32fa9,02/16/2021,yes,1613465529505,1613468144062,2021-02-16 16:52:09,2021-02-16 17:35:44,L6_CLL,L1_Shop_walkway_3,2614,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3']",weekday
38,28c5bdee3cd32fa9,02/17/2021,yes,1613535862696,1613535958131,2021-02-17 12:24:22,2021-02-17 12:25:58,L1_ELL,L6_AAH_walkway,95,"['L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']",weekday
39,28c5bdee3cd32fa9,02/17/2021,yes,1613550698270,1613550768179,2021-02-17 16:31:38,2021-02-17 16:32:48,L6_CLL,L1_ELL,69,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL']",weekday
40,32384aa94c5fd7dd,02/04/2021,yes,1612398131064,1612399492043,2021-02-04 08:22:11,2021-02-04 08:44:52,L1_Entrance_8,L2_CLL,1360,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL']",weekday
41,32384aa94c5fd7dd,02/16/2021,yes,1613434661753,1613434756839,2021-02-16 08:17:41,2021-02-16 08:19:16,L1_Entrance_8,L6_AAH_walkway,95,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_AAH_walkway']",weekday
42,32384aa94c5fd7dd,02/16/2021,yes,1613469877251,1613470073597,2021-02-16 18:04:37,2021-02-16 18:07:53,L6_ELL,L1_Shop_walkway_2,196,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2']",weekday
43,32384aa94c5fd7dd,02/10/2021,yes,1612916129688,1612916250622,2021-02-10 08:15:29,2021-02-10 08:17:30,L1_Entrance_8,L6_AAH_walkway,120,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_AAH_walkway']",weekday
44,32384aa94c5fd7dd,02/10/2021,yes,1612949849759,1612949977631,2021-02-10 17:37:29,2021-02-10 17:39:37,L6_ELL,L1_Shop_walkway_2,127,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2']",weekday
45,32384aa94c5fd7dd,02/01/2021,yes,1612170315488,1612170413896,2021-02-01 17:05:15,2021-02-01 17:06:53,L6_ELL,L6_CLL,98,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL']",weekday
46,32384aa94c5fd7dd,02/01/2021,yes,1612174128286,1612174260468,2021-02-01 18:08:48,2021-02-01 18:11:00,L6_CLL,L1_Entrance_8,132,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
47,32384aa94c5fd7dd,02/18/2021,yes,1613642931148,1613643064739,2021-02-18 18:08:51,2021-02-18 18:11:04,L6_AAH_walkway,L1_Entrance_8,133,"['L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
49,385c6e68cee4fce3,02/17/2021,yes,1613557516797,1613557972680,2021-02-17 18:25:16,2021-02-17 18:32:52,L6_CLL,L6_FC,455,"['L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC']",weekday
50,385c6e68cee4fce3,02/23/2021,yes,1614037579769,1614037645271,2021-02-23 07:46:19,2021-02-23 07:47:25,L9_R2_LL,L1_R2_LL,65,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_R2_LL']",weekday
51,385c6e68cee4fce3,02/23/2021,yes,1614045134259,1614045213304,2021-02-23 09:52:14,2021-02-23 09:53:33,L1_Entrance_7,L9_R2_LL,79,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
52,385c6e68cee4fce3,02/23/2021,yes,1614052383191,1614052545060,2021-02-23 11:53:03,2021-02-23 11:55:45,L9_R2_LL,L1_SLL_corridor,161,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'B1_R2_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3', 'B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor']",weekday
53,385c6e68cee4fce3,02/23/2021,yes,1614062661644,1614062661820,2021-02-23 14:44:21,2021-02-23 14:44:21,L1_Entrance_7,L9_R2_LL,0,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
54,385c6e68cee4fce3,02/24/2021,yes,1614124145536,1614124364263,2021-02-24 07:49:05,2021-02-24 07:52:44,L8_R2_LL,L1_Entrance_7,218,"['L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
55,385c6e68cee4fce3,02/24/2021,yes,1614144417890,1614144418179,2021-02-24 13:26:57,2021-02-24 13:26:58,L1_Entrance_7,L9_R2_LL,0,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
56,385c6e68cee4fce3,02/25/2021,yes,1614212305283,1614212305895,2021-02-25 08:18:25,2021-02-25 08:18:25,B1_R2_LL,L1_Entrance_1,0,"['B1_R2_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3', 'B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1']",weekday
57,385c6e68cee4fce3,02/25/2021,yes,1614229556345,1614229629819,2021-02-25 13:05:56,2021-02-25 13:07:09,L1_Entrance_7,L9_R2_LL,73,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
58,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612937220246,1612937652756,2021-02-10 14:07:00,2021-02-10 14:14:12,L1_Entrance_1,L1_CP_zone_2,432,"['L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2']",weekday
59,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612942242176,1612942779985,2021-02-10 15:30:42,2021-02-10 15:39:39,L1_CP_zone_2,L2_FC_zone_1,537,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_1']",weekday
60,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612943101883,1612943606150,2021-02-10 15:45:01,2021-02-10 15:53:26,L2_FC_zone_1,L1_CP_zone_2,504,"['L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2']",weekday
61,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612945232520,1612946969542,2021-02-10 16:20:32,2021-02-10 16:49:29,L1_CP_zone_1,L1_Entrance_1,1737,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_Entrance_1']",weekday
62,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612953998150,1612954094407,2021-02-10 18:46:38,2021-02-10 18:48:14,L1_CP_zone_3,L1_RR_walkway,96,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
63,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,yes,1612954400611,1612954424373,2021-02-10 18:53:20,2021-02-10 18:53:44,L1_RR_walkway,L1_Entrance_1,23,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1']",weekday
65,4b5613d41da55b0a,02/23/2021,yes,1614066796069,1614066929716,2021-02-23 15:53:16,2021-02-23 15:55:29,L1_Entrance_7,L1_Entrance_6,133,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6']",weekday
66,502cf6cb6e47dcdf,02/19/2021,yes,1613710272406,1613710834775,2021-02-19 12:51:12,2021-02-19 13:00:34,L1_Entrance_3,L1_Thoroughfare,562,"['L1_Entrance_3', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Thoroughfare']",weekday
67,502cf6cb6e47dcdf,02/19/2021,yes,1613722657220,1613723669254,2021-02-19 16:17:37,2021-02-19 16:34:29,L1_Thoroughfare,L1_Entrance_1,1012,"['L1_Thoroughfare', 'L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
